tourism_id,tourism_name,tourism_description,category,city,price,rating,tourism_location,tourism_image,tourism_gmaps,latlong,latitude,longitude
tfygajqfe56ou3n0m2fnfd9mkzov0x5hhwx4k7r2pt7c5rnonqgbgmn,Tautan Rasa Resto & Cafe,Restoran,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Bogor,"349,000.00",4.9,"Jl. Pajajaran Indah V No.8A, RT.01/RW.11, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",https://lh3.googleusercontent.com/p/AF1QipM_lfrF3UCzZBy9BIIW259hlAw2Z1E835ge_qXq=s1360-w1360-h1020,https://www.google.com/maps/place/Tautan+Rasa+Resto+%26+Cafe/data=!4m7!3m6!1s0x2e69c52b116de7b7:0x6e6475db1b27f508!8m2!3d-6.6097824!4d106.8131207!16s%2Fg%2F11rwmj2b37!19sChIJt-dtESvFaS4RCPUnG9t1ZG4?authuser=0&hl=id&rclk=1,"-6.6096065508450765, 106.81316361534287",-6.609606551,106.8131636
tfygk6eepsuo5gbznp3nqzxluccv19t7s9l3ltp2q6u263bnx34armn,Tebing Breksi,"Tebing Breksi merupakan tempat wisata yang berada di wilayah Kabupaten Sleman. Lokasinya berada di sebelah selatan Candi Prambanan dan berdekatan dengan Candi Ijo serta Kompleks Keraton Boko. Lokasi Wisata Tebing Breksi tepatnya berada di Desa Sambirejo, Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Yogyakarta,"20,000.00",4.4,"Jl. Desa Lengkong, RT.02/RW.17, Gn. Sari, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",https://v1.indonesia.travel/content/dam/indtravelrevamp/id-id/ide-liburan/wisata-ke-tebing-breksi-makin-asyik-setelah-tahu-informasi-ini/penambangan.jpg,"https://www.google.com/maps/place/Tebing+Breksi/@-7.7815714,110.502394,17z/data=!4m10!1m2!2m1!1sTebing+Breksi!3m6!1s0x2e7a5aa458b4665b:0xa4b0fc6ad0ae38c7!8m2!3d-7.7815714!4d110.5045827!15sCg1UZWJpbmcgQnJla3NpWg8iDXRlYmluZyBicmVrc2mSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11fzry0lfb?entry=ttu","-7.781406634367305, 110.50495819171768",-7.781406634,110.5049582
tfyprl3d8xlm0knx4jsjas87reqgj1jrnzxds9419lva18ol56t7bmn,Tebing Karaton,"Tebing Keraton atau Tebing Karaton merupakan sebuah tebing yang berada di dalam kawasan Taman Hutan Raya Ir. H. Djuanda. Tebing ini terletak di Kampung Ciharegem Puncak, Desa Ciburial, Bandung, Jawa Barat, Indonesia. Dari Tebing Keraton dapat menikmati pemandangan spektakuler. Bukan lampu kota, melainkan hutan!",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"15,000.00",4.5,"Puncak Kordon, RT.2/RW.10, Ciburial, Kec. Cimenyan, Bandung Barat, Jawa Barat 40198",https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2022/10/30/1756638078.jpg,https://www.google.com/maps/search/Tebing+Karaton,"-6.833903184567457, 107.6644948645224",-6.833903185,107.6644949
tfyid2pr5ps29nxoexdcvjvlo6owr42ixe86eq0f6dtpabycfle06mn,Tengkleng Gajah Jogja,Restoran Sate,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Sleman,"119,000.00",4.4,"Jl. Kaliurang No.Km.9, RT.04/RW.3, Gantalan, Minomartani, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",https://lh3.googleusercontent.com/p/AF1QipMCm6GD__gXL72R9g19EhEG-5OzGEjcWtcIYwc=s1360-w1360-h1020,https://maps.app.goo.gl/JMys3DzJvdznZpNh8,"-7.723725198944675, 110.41007355798597",-7.723725199,110.4100736
tfylkodinyhgslnhyi32piwpjszonefx3cv9vbowomivt8x496eqqmn,The Lodge Maribaya,"The Lodge Maribaya adalah salah satu tempat wisata di Lembang yang menawarkan berbagai hal pada pengunjung. Disini kita bisa melakukan berbagai akitivitas seperti camping, trekking mengelilingi area hutan pinus yang indah, acara gathering dan team building, atau bahkan hanya sekedar refreshing menikmati kuliner. Terdapat juga berbagai wahana yang pastinya instagrammable banget. Di kelilingi oleh pegunungan dengan hutan pinus yang khas, udara dan suasana disini memang segar banget. Ingin mengadakan private gathering, atau bahkan acara pernikahan disini? bisa banget. Dengan backdrop pegunungan hijau yang indah, tentunya bakal membuat acara anda lebih berkesan.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"25,000.00",4.3,"Jalan Maribaya No. 149/252 RT. 03 / RW. 15 Babakan, Gentong, Cibodas, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391","https://res.klook.com/image/upload/c_fill,w_1265,h_712/q_80/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/hhvvejpltg7qerkvb1xu.webp","https://www.google.com/maps/place/The+Lodge+Maribaya/@-6.8294112,107.6874666,17z/data=!4m9!3m8!1s0x2e68e7e5665cd123:0x42e7f646b2aa9aca!5m2!4m1!1i2!8m2!3d-6.8294112!4d107.6874666!16s%2Fg%2F11bc7pqdb7?entry=ttu","-6.8292354302453475, 107.68742368465743",-6.82923543,107.6874237
tfyy3oxw7ac6nyti57l58if3duudjsbpar3l4b7k8odkolu5glms9mn,THE MANGLUNG VIEW & RESTO,Restoran Prasmanan,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Gunung Kidul,"59,000.00",4.4,"Jl. Ngoro Ngoro Ombo No.16, Patuk, Kec. Patuk, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55862",https://lh3.googleusercontent.com/p/AF1QipONsgC-fOGd77CsyHegacqrSoZbhihB4yhoi_Gv=s1360-w1360-h1020,"https://www.google.com/maps/place/THE+MANGLUNG+VIEW+%26+RESTO/@-7.8449289,110.4825745,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51a457621dcd:0xdf3ee61f9c57831f!8m2!3d-7.8449289!4d110.4825745!16s%2Fg%2F11b_3glbx4?authuser=0&hl=id&entry=ttu","-7.844721645643414, 110.48255304232856",-7.844721646,110.482553
tfyu2eouv1hey0mq492ollkndinyhgrkmgyi32phvpisznneex3cvmn,The Waroeng of Raminten,Restoran Jawa,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Sleman,"60,000.00",4.5,"Jl. Kaliurang No.Km 15.5, Kledokan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",https://lh3.googleusercontent.com/p/AF1QipPK7Pii5V_jWvG4qgCY2PfAIQ5fnn93Pr6uDbT_=s1360-w1360-h1020,"https://www.google.com/maps/place/The+Waroeng+of+Raminten/@-7.6760469,110.4147788,17z/data=!4m10!1m2!2m1!1srumah+makan+daerah+kota+yogyakarta!3m6!1s0x2e7a5e9b8c6679d7:0xa07338ce4a59a9d5!8m2!3d-7.6760469!4d110.4169675!15sCiJydW1haCBtYWthbiBkYWVyYWgga290YSB5b2d5YWthcnRhWiQiInJ1bWFoIG1ha2FuIGRhZXJhaCBrb3RhIHlvZ3lha2FydGGSARNqYXZhbmVzZV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJDTW5OUWVGRkJFQUXgAQA!16s%2Fg%2F11c45vhd3l?authuser=0&hl=id&entry=ttu","-7.675775766162474, 110.41690310947264",-7.675775766,110.4169031
tfygsuwq8id2pr5ps29nxoexdcvjvlo6owr42ixe86eq0f6dtpabymn,The Westlake Resto,Restoran Seafood,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Sleman,"150,000.00",4.5,"783Q+294, Bedog, Jl. Ringroad Barat, Baturan, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291",https://lh3.googleusercontent.com/p/AF1QipOf7y8ecKeghbSooq0lor7r27hbl8gnUFWqFJfq=s1360-w1360-h1020,https://maps.app.goo.gl/cjx8uwitHKvmvUFH8,"-7.747310066494127, 110.33829752698567",-7.747310066,110.3382975
tfy1gx2z79jyz6d9t4hv85xjpqpsidi3cbmprl2d8xkm0knx4isj9mn,Today's Cafe,Kafe,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Samosir,"250,000.00",4.7,"Jalan Linkar 30, TukTuk Samosir Island, Kabupaten Samosir, Sumatera Utara 22395",https://lh3.googleusercontent.com/p/AF1QipPL6ZFM-uheZLcY2lg02Dq47ib8zs-V1cof6q35=s1360-w1360-h1020,https://maps.app.goo.gl/9rvTqYeBppP7cP8p7,"2.669111050951515, 98.86011065767143",2.669111051,98.86011066
tfyaqp8w8y1j194hfvarljr3dsjq62nobpsyrdjjim26bw55gikfwmn,Toko Oen,Restoran Eropa dan China,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Semarang,"300,000.00",4.4,"Jl. Pemuda No.52, Bangunharjo, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50138",https://lh3.googleusercontent.com/p/AF1QipPoNdws5M5FgsTIuSQ4qSbKBHZ5Ds9CYfg8QxTv=s1360-w1360-h1020,https://maps.app.goo.gl/9f1XnQMvCZqkyvas7,"-6.97327093318911, 110.4208162441786",-6.973270933,110.4208162
tfy56ou3n0m2fnfd9mkzov0x5hhwx4k7r2pt7c5rnonqgbg1j9knpmn,Tondano Restaurant,Restoran Indonesia,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Bogor,"141,000.00",4.7,"Perumahan Golf Estate Bogor Raya Klub, Jl. Golf Estate Bogor Raya, Sukaraja, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16710",https://lh3.googleusercontent.com/p/AF1QipNBWOjV7EV98TWQm1vi4C2fJjSWubwLONodfekS=s1360-w1360-h1020,https://www.google.com/maps/place/Tondano+Restaurant/data=!4m7!3m6!1s0x2e69c7e563ec1ad9:0x18c5524b87f2ac3d!8m2!3d-6.598163!4d106.8363276!16s%2Fg%2F11h8f_bxtf!19sChIJ2RrsY-XHaS4RPazyh0tSxRg?authuser=0&hl=id&rclk=1,"-6.598083066697007, 106.83637051534289",-6.598083067,106.8363705
tfy5glms95qrdiv1tfccbf49ep88jce8p9uth9ngajqfe56ou3n0mmn,Toodz House,Restoran,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Jakarta,"280,000.00",4.6,"Jl. Cipete Raya No.79 7, RT.7/RW.4, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410",https://lh3.googleusercontent.com/p/AF1QipM8bcyVeAeFkR9U6EQsZNWtaDn716Kya63G5Auc=s1360-w1360-h1020,https://maps.app.goo.gl/4bC54uXytRkP5tFq7,"-6.277762642290217, 106.80180885767145",-6.277762642,106.8018089
tfy62fdt8ptqy0bprx40lw8m0woahhgj949u33egicu4zocdrbeovmn,Tugu Proklamasi,"Tugu Proklamasi adalah tugu peringatan proklamasi kemerdekaan Republik Indonesia yang berdiri di kompleks Taman Proklamasi di Jalan Proklamasi, Jakarta Pusat. Taman tersebut berlokasi di bekas kediaman Sukarno di Jalan Pegangsaan Timur 56. Rumah tersebut, telah dihancurkan, adalah lokasi pembacaan proklamasi kemerdekaan.Pada kompleks juga terdapat monumen dua patung Sukarno-Hatta berukuran besar yang berdiri berdampingan, mirip dengan dokumentasi foto ketika naskah proklamasi pertama kali dibacakan. Di tengah-tengah dua patung proklamator terdapat patung naskah proklamasi terbuat dari lempengan batu marmer hitam, dengan susunan dan bentuk tulisan mirip dengan naskah ketikan aslinya.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Jakarta,"0,00",4.6,"Jl. Proklamasi No.10, RT.10/RW.2, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",https://upload.wikimedia.org/wikipedia/commons/7/74/Proclamation_Monument_Jakarta.JPG,"https://www.google.com/maps/place/Tugu+Proklamasi/@-6.2032463,106.8446253,17z/data=!4m10!1m2!2m1!1sTugu+Proklamasi!3m6!1s0x2e69f46c25499983:0x865de36846fb5edb!8m2!3d-6.2032463!4d106.846814!15sCg9UdWd1IFByb2tsYW1hc2laESIPdHVndSBwcm9rbGFtYXNpkgETaGlzdG9yaWNhbF9sYW5kbWFya-ABAA!16s%2Fg%2F122dm0x9?entry=ttu","-6.2030703106928256, 106.84715730521079",-6.203070311,106.8471573
tfyqqh7q6eocoehzqpkxvbq7b8gjt89fmi3er5ie7tzzy2rmrcllwmn,Umarasa cafe & Resto,Restoran,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Banyuwangi,"32,000.00",4.5,"Jl. Adi Sucipto No.44, Sobo, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur 68418",https://lh3.googleusercontent.com/p/AF1QipOcKUbfKKcwpzXrvwhk3fENmRivGvtCmhfDZisd=s1360-w1360-h1020,https://www.google.com/maps/place/Umarasa+cafe+%26+Resto/data=!4m7!3m6!1s0x2dd15b21b7c49d5d:0x9d0e545243b83d2b!8m2!3d-8.230437!4d114.363295!16s%2Fg%2F11pcn8152m!19sChIJXZ3EtyFb0S0RKz24Q1JUDp0?authuser=0&hl=id&rclk=1,"-8.230229942465881, 114.36213628574218",-8.230229942,114.3621363
tfy496eqq56dtg0by2fle0wxwzpkpasitwys9uf41t70u4bzzqgzfmn,Umbul Sidomukti,"Kawasan wisata umbul Sidomukti merupakan salah satu Wisata Alam Pegunungan di Semarang, berada di Desa Sidomukti Kecamatan Bandungan Kabupaten Semarang. Kawasan wisata ini dengan didukung fasiltas & Servis: Outbond Training, Adrenalin Games, Taman Renang Alam, Camping Ground, Pondok Wisata, Pondok Lesehan, serta Meeting Room.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Semarang,"75,000.00",4.6,"Umbul Sidomukti, Manggung, Jimbaran, Bandungan, Kabupaten Semarang, Jawa Tengah 50661",https://www.umbulsidomukti.com/wp-content/uploads/2023/03/TRA11.jpg,"https://www.google.com/maps/place/Umbul+Sidomukti/@-7.1942171,110.3702167,16z/data=!4m10!1m2!2m1!1sUmbul+Sidomukti!3m6!1s0x2e70871c6fdc3481:0xdb78bfcef26cb6b6!8m2!3d-7.1945903!4d110.3733583!15sCg9VbWJ1bCBTaWRvbXVrdGlaESIPdW1idWwgc2lkb211a3RpkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5HWDJKMWNrUlJFQUXgAQA!16s%2Fg%2F11g8_133r0?entry=ttu","-7.194014856897566, 110.37345680836296",-7.194014857,110.3734568
tfyslv2qqh7q6eocoehzqpkxvbq7b8gjt89fmi3er5ie7tzzy2rmrmn,UNION Deli Grand Indonesia,Restoran Prancis,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Jakarta,"285,000.00",4.6,"Grand Indonesia East Mall, Ground Floor, Jl. M.H. Thamrin No.1, RT.1/RW.5, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",https://lh3.googleusercontent.com/p/AF1QipPiOK1p3KY3V00ufT-1j7EDkEBECxcoYsU76lHt=s1360-w1360-h1020,https://maps.app.goo.gl/5TPhiZ5t5gsJtHvNA,"-6.196143842224899, 106.82225782274305",-6.196143842,106.8222578
tfygmmlpe9ez88jlniz94thixgkt0fof6p43namcfxfnjvt9o50x5mn,UNIQUE Rooftop Bar,UNIQUE Rooftop Bar adalah destinasi kuliner eksklusif yang menawarkan kombinasi makanan laut lezat dan pemandangan matahari terbenam yang menakjubkan.,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Labuan Bajo,"200,000.00",4.6,"AYANA Komodo Waecicu Beach, Waecicu Beach, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. 86554",https://lh3.googleusercontent.com/p/AF1QipPzAqnHsu2bJPCLYzg_NM1vQOnE3xPm26sjlWds=s1360-w1360-h1020,"https://www.google.com/maps/place/UNIQUE+Rooftop+Bar/@-8.4679213,119.8718572,17z/data=!3m1!4b1!4m6!3m5!1s0x2db467c286a43149:0xe59fcd86c52b7787!8m2!3d-8.4679266!4d119.8744268!16s%2Fg%2F11fcsx3nl0?entry=ttu","-8.467730280264055, 119.87433024047853",-8.46773028,119.8743302
tfym27cx65gjlfw72reguehqocl33ms1kyj0cudkgthxmtxu3epuvmn,Waduk Jatibarang,"Waduk Jatibarang merupakan sebuah waduk yang berada di Kota Semarang. Pembangunan waduk ini selesai setelah sekitar empat tahun pembangunan dan memulai proses pengisian air pada tanggal 5 Mei 2014 bertepatan dengan Hari Air Dunia Ke-22 oleh Menteri Pekerjaan Umum Djoko Kirmanto bersama Gubernur Jawa Tengah Ganjar Pranowo dan Kepala Balai Besar Wilayah Sungai Pemali Juwana Imam Santoso.\nWaduk Jatibarang mulai resmi beroperasi pada 11 Mei 2015. Peresmian tersebut dilakukan oleh Direktur Jenderal Sumber Daya Air Kementerian Pekerjaan Umum dan Perumahan Rakyat, Mudjiadi bertepatan dengan peringatan Hari Air Dunia Ke-23 Tingkat Provinsi Jawa Tengah.\nWaduk Jatibarang mempunyai daya tampung 20,4 juta meter kubik . Selain untuk mengatasi masalah banjir, juga menjadi salah satu destinasi wisata Semarang karena di tengah waduk ini terdapat pulau kecil yang di dalamnya terdapat objek wisata lain yaitu Goa Kreo.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Semarang,"2,500.00",4.3,"X972+G6P, Jl. Jamalsari Tim. 1, Kedungpane, Kec. Mijen, Kota Semarang, Jawa Tengah 50211",https://visitjawatengah.jatengprov.go.id/assets/images/2eac149c-b177-4e25-ab4a-08321e1550d0.jpg,"https://www.google.com/maps/place/Waduk+Jatibarang+Mijen/@-7.040642,110.3472893,16z/data=!4m10!1m2!2m1!1sWaduk+Jatibarang!3m6!1s0x2e708babe5f8f59b:0x86d99d57ebb81a8f!8m2!3d-7.0361561!4d110.3505732!15sChBXYWR1ayBKYXRpYmFyYW5nkgEQbmF0aW9uYWxfcmVzZXJ2ZeABAA!16s%2Fg%2F11nn0_jcfz?entry=ttu","-7.0356267957073175, 110.35057232370549",-7.035626796,110.3505723
tfyom2hy2z79kyz6d9u4hv95xjqqpsidi3ccnprl3d8xlm0knx4jsmn,Waduk Jatibarang Mijen,"Waduk Jatibarang Mijen adalah waduk yang terletak di Mijen, Semarang, Jawa Tengah, Indonesia. Waduk ini menawarkan pemandangan indah dan suasana yang tenang. Air jernih waduk yang dikelilingi oleh perbukitan hijau menciptakan panorama yang memukau. Pengunjung dapat menikmati kegiatan seperti perahu dayung, memancing, atau hanya bersantai di tepi waduk sambil menikmati keindahan alam sekitarnya. Waduk Jatibarang Mijen menjadi tempat yang populer bagi wisatawan yang ingin melepaskan penat dan menikmati keindahan alam yang damai.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Semarang,"2,500.00",4.1,"X972+G6P, Jl. Jamalsari Tim. 1, Kedungpane, Kec. Mijen, Kota Semarang, Jawa Tengah 50211",https://lh3.googleusercontent.com/p/AF1QipNQJeATXkE4vdhXW6xuExeZ3fLN71dou1C7-mHv=s1360-w1360-h1020,https://www.google.com/maps/search/Waduk+Jatibarang+Mijen,"-7.035959111264157, 110.34984363917656",-7.035959111,110.3498436
tfy1es51ugmmlpe9ez88jlniz94thixgkt0fof6p43namcfxfnjvtmn,WaHaHa Seafood,Restoran Seafood,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Lampung,"250,000.00",4.8,"KOMPLEK NAGA INTAN, Jl. Ikan Sepat, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung",https://lh3.googleusercontent.com/p/AF1QipPMEIVzmpmHm6Py7iu8UTQG4FOuX5EH5sXDycsG=s1360-w1360-h1020,"https://www.google.com/maps/place/WaHaHa+Seafood/@-5.4464972,105.2604139,17z/data=!4m6!3m5!1s0x2e40d930c468408f:0x1d1db6419dff72c0!8m2!3d-5.4512171!4d105.2651398!16s%2Fg%2F11s49n5pss?entry=ttu","-5.45084849330833, 105.26523020572465",-5.450848493,105.2652302
tfycdstzg3nykp280mjjimb7cxf5gjlfwg2rogunhqymld3m1ak7jmn,Waroeng Biru Daun,Kafe,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Situbondo,"30,000.00",4.1,"Jl. Melati, Curahjeru Timur, Curah Jeru, Kec. Panji, Kabupaten Situbondo, Jawa Timur 68323",https://lh3.googleusercontent.com/p/AF1QipPY_IcLfMtKsIEiOorpBUDnH_hVh7p6OMW9iQMN=s1360-w1360-h1020,https://maps.app.goo.gl/2dZfiY16A61kMoDs7,"-7.699648209806141, 114.01194938835721",-7.69964821,114.0119494
tfy40caqfmqnw78noubyitfkx3vheedh616ra0begarbwlibpiclsmn,Waroeng Djoglo Wonosobo,Restoran Indonesia,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Wonosobo,"40,000.00",4.4,"J2W6+H9X, Kapencar, Kec. Kertek, Kabupaten Wonosobo, Jawa Tengah 56371",https://lh3.googleusercontent.com/p/AF1QipO_ZL6YcBARlUEaV5Udhpn79h6ZHf6a_zDdBZw6=s1360-w1360-h1020,https://maps.app.goo.gl/Tcc6UwnVfxD6iEPH7,"-7.344357201674396, 110.00937797100683",-7.344357202,110.009378
tfybq7b8gjt89fmi3er5ie7tzzy2rmrcllwy0vcmh6uvatx6ds1sjmn,Waroeng Omah Sawah,"Restoran prasmanan simpel yang menyajikan camilan, sup, dan menu tradisional, serta kopi dan teh.",ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Bantul,"16,000.00",4.5,"Miri, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55185",https://lh3.googleusercontent.com/p/AF1QipOEbtvvoxoq_iZ-1j25n2U6TYVpy0bWCT33ChCw=s1360-w1360-h1020,https://www.google.com/maps/place/Waroeng+Omah+Sawah/data=!4m7!3m6!1s0x2e7a560fab278187:0x9f7cbe5bc7d50404!8m2!3d-7.8713872!4d110.3459223!16s%2Fg%2F11gfgsz42c!19sChIJh4Enqw9Wei4RBATVx1u-fJ8?authuser=0&hl=id&rclk=1,"-7.87116933109803, 110.34622270740017",-7.871169331,110.3462227
tfyhfvkrvt1cdstzg3nykp280mjjimb7cxf5gjlfwg2rogunhqymlmn,Waroeng Royal Dimsum PKC,Restoran Dim Sum,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Pelalawan,"20,000.00",4.4,"9VP5+FCV, Gg. Mawar, Pangkalan Kerinci Tim., Kec. Pangkalan Kerinci, Kabupaten Pelalawan, Riau 28654",https://lh3.googleusercontent.com/p/AF1QipOQwO_I3rXSqNgQ_LsW29hBNkyNT-A1gPmzV8HI=s1360-w1360-h1020,https://maps.app.goo.gl/6n6xfBFpey1taFg47,"0.3864864219102087, 101.85852311349282",0.3864864219,101.8585231
tfyhz73f4k8gkhp1bhio41ln9drwpb887a05al43e793l5qpc4ic5mn,Warong Pa' Ngah,Restoran Sup,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Pontianak,"80,000.00",4.4,"Jl. Komodor Yos Sudarso Gg. Jagung No.1, Sungai Jawi Luar, Kec. Pontianak Bar., Kota Pontianak, Kalimantan Barat 78113",https://lh3.googleusercontent.com/p/AF1QipMP0G5Wx80FMrWQ0h6Td8n9QAobvocrX_TWR2jX=s1360-w1360-h1020,https://maps.app.goo.gl/ZWGo69jABxYZWKX29,"-0.011430230033876719, 109.32389429999999",-0.01143023003,109.3238943
tfy0w97mbjnks44jkr7uepcguzseabad3y3o6w8ac6o8tif7lf8ipmn,Warung Al-Dan,Rumah Makan,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Kulon Progo,"25,000.00",4.2,"Jl. Brigjen Katamso No.69, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",https://lh3.googleusercontent.com/p/AF1QipOcTUTEbMmY_yGJszx_wuCzbbePbu1EqXw4hFjR=s1360-w1360-h1020,"https://www.google.com/maps/place/Warung+Al-Dan/@-7.8627489,110.1576832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7afb3bfb8e4f21:0x74997fb914e1c9a!8m2!3d-7.8627489!4d110.1576832!16s%2Fg%2F11clt7ptb1?authuser=0&hl=id&entry=ttu","-7.862562910484638, 110.1576832",-7.86256291,110.1576832
tfy2hg0nzpsas0w86m1idaiu4jahxuef2gkpi4ab9dty3oxw7ac6nmn,Warung Bakmi Jawa 'NN',Restoran Mie,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Bantul,"40,000.00",4.5,"Grogol X, Parangtritis, Kec. Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55772",https://lh3.googleusercontent.com/p/AF1QipPPrFUV65mnECd_WAoMndcaiq-pU19FtExWludz=s1360-w1360-h1020,https://www.google.com/maps/place/Warung+Bakmi+Jawa+%27NN%27/data=!4m7!3m6!1s0x2e7b009b226fe197:0x434f78a4ea440f22!8m2!3d-8.015862!4d110.3225885!16s%2Fg%2F11cmn7f73h!19sChIJl-FvIpsAey4RIg9E6qR4T0M?authuser=0&hl=id&rclk=1,"-8.015676079786427, 110.3225455846571",-8.01567608,110.3225456
tfyjr3dsjq62nobpsyrdjjim26bw55gikfw61qefudhqocl33ms0kmn,Warung Bakso MAREM,Restoran Bakso,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Papua Barat,"25,000.00",4,"28VC+4QV, Jl. Nangka, Malawili, Kec. Aimas, Kabupaten Sorong, Papua Bar. 98414",https://lh3.googleusercontent.com/p/AF1QipMxwfb3Fi5KjismhBUaoL4lt7VjtLkdka-HFbdv=s1360-w1360-h1020,"https://www.google.com/maps/place/Warung+Bakso+MAREM/@-0.9571292,131.3193372,17z/data=!3m1!4b1!4m6!3m5!1s0x2d5bfedf4c14f1ed:0x6bcac46e9435d543!8m2!3d-0.9571346!4d131.3219068!16s%2Fg%2F11c5sqd5m5?entry=ttu","-0.956893234866695, 131.32182096931425",-0.9568932349,131.321821
tfys1sj2hg0nzpsas0w86m1idaiu4jahxuef2gkpi4ab9dty3oxw7mn,Warung Bambu Garut,Restoran Seafood,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Garut,"75,000.00",4.3,"QWP2+RH4, Unnamed Road, Pakuwon, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44117",https://lh3.googleusercontent.com/p/AF1QipOoTLpW-Q0KWzv4mBw5uwjvQSxhaIImOANKYbhF=s1360-w1360-h1020,"https://www.google.com/maps/place/Warung+Bambu+garut/@-7.2129813,107.901466,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68b053b5a80f47:0x449c817ebc5f5dcc!8m2!3d-7.2129813!4d107.901466!16s%2Fg%2F11c70c5bxs?authuser=0&hl=id&entry=ttu","-7.212731167556081, 107.90171276322157",-7.212731168,107.9017128
